sample_HFS308	sample_HFS309	sample_HFS310	sample_HFS311	sample_HFS312
LOC101559383	0	0	0	0	0
LOC101559384	115.526	198.252	96.77	74.9297	101.098
LOC101559394	0	0	0	0	0.0808258
LOC101559398	0	0.3357	1.24553	0.29414	1.30189
LOC101559403	0	0	0	0	0
LOC101559427	0.223671	0	0	0.164528	0.146679
LOC101559428	0	0	0	0	0
LOC101559429	0	0	0	0	0
LOC101559433	8.27853	9.65312	8.87784	10.4281	8.51579
LOC101559436	21.0271	21.2434	16.4071	19.4611	17.726
LOC101559440	1.007	1.35158	1.75332	0.570564	1.21821
LOC101559443	0	0	0	0	0
LOC105942722	2.28792	0.636322	1.97885	3.26523	1.2574
LOC105942733	49.6243	53.0191	40.8829	60.0513	51.7781
LOC105942734	0	0	0	0	0
LOC105942736	23.4497	20.2537	20.5391	22.9882	27.0541
LOC105942737	3.11989	2.62971	12.2194	6.20678	6.06296
LOC105942738	0	0	0	0	0
LOC105942739	0	0	0	0	0
LOC105942740	2.3695	2.45743	2.5338	2.65962	3.31138
LOC105942741	0	0	0	0	0
LOC105942742	0.561952	0	0.0962949	0.13832	0
LOC105942743	0.552581	0.615389	0.347537	0.105009	0.619962
LOC105942745	150.866	198.688	258.156	199.414	175.848
LOC105942746	0	0.129562	0.321145	0	0.204856
LOC105942747	0	0	0	0	0
LOC105942748	0.915264	1.14024	0.501552	0.985441	2.0731
LOC105942749	0.0669529	0.152025	0.0621171	0.143937	0
LOC105942750	123.995	121.498	186.582	106.288	108.131
LOC105942753	7.91142	10.4098	10.3732	9.68683	6.15132
LOC105942759	0	0	0	0	0
LOC105942760	0.568007	0.709496	0.882813	0.627529	2.60047
LOC105942761	2.6745	1.02544	2.1281	4.55346	1.21545
LOC105942762	0	0	0	0	0
LOC105942765	4.22984	4.47007	4.39201	3.4664	4.1364
LOC105942776	0	0	0	0	0
LOC105942791	0.463364	3.09515	5.16138	0.864503	0.899432
LOC105942794	5.18364	0	0	2.93279	0
LOC105942796	0.113862	0.285263	0.117204	0.0841264	0.0750125
LOC105942797	0	0	1.86964	0	0
LOC105942806	0.443396	3.32279	2.74241	3.4943	2.62638
LOC105942811	1.23669	0.51429	1.92427	1.13574	0.201315
LOC105942813	0.233602	0.0975197	1.32276	0	0.38471
LOC105942814	0.691972	0.289567	0.711153	0.766298	0.513302
LOC105942820	341.841	641.638	423.85	527.3	523.615
LOC105942823	0	0	0	0	0
LOC105942828	0	0	0.187883	0	0.119513
LOC105942829	6.18147	9.4793	8.08877	9.1291	8.02647
LOC105942832	0.0650122	0.0545039	0.533848	0.287806	0.085793
LOC105942833	0	0	0	0	0
LOC105942839	0	0.494497	0.612305	0.438842	1.27045
LOC105942841	3.13301	1.11779	5.22878	3.19632	2.45439
LOC105942846	0.182955	0	0.188941	0	0
LOC105942847	0.110708	0	0.0567855	0	0
LOC105942848	0.7018	0.914289	1.28159	0.748217	0.668595
LOC105942860	0	0	0	0	0
LOC105942873	0.0925637	0	0	0	0
LOC105942880	0	0	0	0	0
LOC105942882	11.1437	9.18053	12.9025	16.4485	11.9896
LOC105942884	68.6058	67.4279	74.934	67.6729	78.2465
LOC105942890	0	0	0.113907	0	0
LOC105942899	0	0	0	0	0
LOC105942900	0	0	0	0	0
LOC105942905	11.3547	13.573	14.4858	13.4192	12.7572
LOC105942914	18.9456	23.4627	21.1817	23.9105	22.28
LOC105942918	0	0	0	0	0
LOC105942926	24.3668	35.1965	28.2109	26.7821	36.7707
LOC105942928	0	0	0	0	0
LOC105942933	1.64664	2.34009	0.752406	0.459963	3.21668
LOC105942943	0	0.955305	0	0	0.733445
LOC105942945	0	0	0	0	0
LOC105942947	0	0	0	0	0
LOC105942952	4.24698	4.90858	6.35385	4.14942	5.41082
LOC105942974	0	0	0	0	0
LOC105942975	0	0	0	0	0
LOC105942976	0	0	0	0	0.0871854
LOC105942978	1.15038	0	6.04567	0	0.743504
LOC105942981	1.8082	2.53418	0.625965	1.3113	2.34729
LOC105942989	0	0	0	0	0
LOC105942992	106.937	129.541	123.201	128.907	108.323
LOC105942995	0	0	0	0	0
LOC105942996	12.2773	6.45764	20.4119	8.05428	10.2721
LOC105943002	1.61171	2.54827	1.1637	0.475838	1.27206
LOC105943009	0	0	0	0	0
LOC105943010	0	0	0	0	0
LOC105943011	0	0	0	0	0
LOC105943012	0	0	0	0	0
LOC105943016	37.7249	41.8982	109.242	167.223	106.151
LOC105943017	15.1913	27.5583	44.5345	21.8832	20.025
LOC105943019	0	0	0	0	0
LOC105943020	0	0	0	0	0
LOC105943021	0	0	0	0	0
LOC105943022	0	0	0	0	0
LOC105943023	0	0	0	0	0
LOC105943024	0.563234	0.940821	0.579728	1.24839	0.29686
LOC105943034	10.7089	11.1526	12.6321	9.51897	8.16482
LOC105943038	0	0	0	0	0
LOC105943039	19.2198	28.1724	22.1733	25.3228	25.221
LOC105943044	16.3841	13.5146	14.2748	20.4081	17.2069
LOC105943045	0	0.551117	0	0.16433	0.146667
LOC105943052	0.617031	0.595367	0	0.876141	0.604857
LOC105943053	0.633488	0.0853565	0	1.30989	0.206932
LOC105943054	1.22037	0	3.17615	0	1.58418
LOC105943058	0.115946	0.290437	0	0	0.152761
LOC105943064	0.484535	0.402447	0	1.05008	0
LOC105943067	0	0	0	0	0
LOC105943070	0.167425	0.0562866	0.205846	0.0493683	0.199046
LOC105943072	0	0	0.38438	0	0
LOC105943075	0	9.24714	0	0	0
LOC105943076	0.479586	0	0	0.443001	0.157946
LOC105943077	0	0	0	0	0.164816
LOC105943078	0	0	0	0	0.176576
LOC105943080	0	0	0	0	0
LOC105943081	0	0	0	0	0
LOC105943083	0	0	0	0	0
LOC105943086	0	0	0	0.618988	0.550674
LOC105943096	2.65268	1.28165	3.06375	2.9232	2.50313
LOC105943097	2.1259	3.82127	0.34433	1.10046	2.94867
LOC105943100	1.77289	1.52064	1.22429	1.53348	0.976414
LOC105943101	0	0.397541	0.195496	0.280802	0.375996
LOC105943104	0	0	0	0	0
LOC105943105	0	0	0	0	0.393038
LOC105943106	0	0	0	0	0
LOC105943108	8.7003	0.798188	1.00397	2.72829	2.45581
LOC105943109	0	0	0	0	0
LOC105943110	0	0	0	0	0
LOC105943120	4.0039	2.86799	9.48163	5.39496	1.47913
LOC105943131	15.9655	20.8066	19.0955	16.4246	17.8744
LOC105943137	0.616189	0.630812	0.548765	0.730588	0.938024
LOC105943140	6.44575	6.89957	8.78405	7.58053	7.66275
LOC105943141	0	0	0	0	0
LOC105943142	0.108778	0	0.223876	0	0.143349
LOC105943144	0	0	0	0	0
LOC105943148	7.64756	12.7985	9.3231	10.111	9.55675
LOC105943154	0	0	0.122368	0	0.0786994
LOC105943155	0	0	0	0	0
LOC105943156	19.0972	23.6054	21.2923	17.0692	10.3074
LOC105943166	0.45127	1.0732	0.189336	0.316561	0
LOC105943179	0.190293	0	0	0	0
LOC105943180	0	0	0	0	0
LOC105943181	0	0	0	0	0
LOC105943182	0	0	0	0	0
LOC105943183	0	0	0	0	0
LOC105943184	0	0	0	0	0
LOC105943185	0	0	0.635665	0	0.199565
LOC105943186	1.14558	0	0.337619	0	0.451979
LOC105943192	0	0	0	0	0
LOC105943193	0	0	0	0	0
LOC105943195	0	0.191832	0	0	0
LOC105943198	0	0	0	0	0.644728
LOC105943199	4.82573	4.28815	4.58022	4.47869	5.01612
LOC105943211	0	0	0	0	0
LOC105943215	0	0	0	0	0
LOC105943217	4.14111	5.15973	2.99814	2.90098	3.26059
LOC105943221	0	0	0	0	0
LOC105943223	0	0	0	0	0
LOC105943225	0	0	0	0	0
LOC105943228	179.953	23.4906	30.1747	22.3495	15.1362
LOC105943229	0.028299	0.0475887	0	0	0.0934699
LOC105943232	7.97685	12.7986	8.22629	5.78367	11.6884
LOC105943233	2.16008	3.6719	2.44941	3.56417	3.45154
LOC105943236	16.6642	19.58	17.9262	19.1687	19.7178
LOC105943237	0.618058	0.945969	0.244102	0.892306	0.91023
LOC105943240	38.0826	31.9624	30.1881	32.3115	35.9027
LOC105943241	0.371033	0.103713	0	0.0456222	0.408067
LOC105943242	13.7234	15.5741	13.6474	14.9828	13.9124
LOC105943246	10.7898	11.0778	10.4057	13.5705	14.2803
LOC105943250	13.9243	13.8248	17.9732	13.0888	16.8448
LOC105943251	1.00672	2.95047	0	0	2.28671
LOC105943253	3.39741	5.17592	2.96607	3.89129	3.04415
LOC105943256	6.34248	4.41622	4.42784	2.99497	4.786
LOC105943257	0	0.809637	1.32947	1.03397	0.354731
LOC105943272	0.678991	0.639385	0.610528	1.00252	0.223866
LOC105943275	1.55002	4.77065	2.39718	1.25862	2.44679
LOC105943276	3.63897	4.07003	3.23448	4.7009	7.92041
LOC105943277	0	0	0	0	0
LOC105943282	0	0.69274	0	0.303502	0.538628
LOC105943288	9.4438	10.9336	15.2053	10.2271	20.0367
LOC105943289	0	0.18434	1.1504	0.980553	0.291466
LOC105943291	0.305549	2.41527	1.41747	1.12839	1.20602
LOC105943292	5.99385	8.08783	9.19055	9.68414	11.2926
LOC105943293	2.03207	5.0767	1.79468	3.43075	3.15146
LOC105943297	3.14935	3.33714	2.82996	2.95342	2.61881
LOC105943300	0.669106	0.278975	0.692051	0.491117	0.434293
LOC105943305	4.80235	1.46824	4.62094	6.82198	5.94085
LOC105943313	0	0	0	0	0
LOC105943314	0	0	0	0	0
LOC105943315	0	0	0	0	0
LOC105943318	0	0	0	0	0
LOC105943321	21.0407	20.4219	22.7481	20.092	19.644
LOC105943324	0.960672	1.39143	1.89523	2.82504	1.75705
LOC105943333	0	0	0	0	0.175942
LOC105943337	3.38534	1.77037	2.50385	2.48911	1.70305
LOC105943339	85.0041	89.1674	118.697	100.294	87.2498
LOC105943340	114.236	52.6791	107.402	116.238	91.0972
LOC105943343	0	0	0	0	0
LOC105943345	0	0	0	0	0
LOC105943346	155.478	127.475	136.309	118.188	144.02
LOC105943352	4.93074	2.56563	4.71649	4.66763	7.60717
LOC105943355	1.27709	1.65709	1.24108	1.06873	0.858112
LOC105943357	5.05801	5.16389	4.51303	5.93487	8.08016
LOC105943358	0	0	0	0	0
LOC105943359	46.3495	44.2072	31.6743	40.4476	30.9511
LOC105943360	0.204228	0.170713	0	0	0
LOC105943368	0	0	0	0	0
LOC105943369	92.7492	30.3066	63.5341	68.8055	75.3039
LOC105943371	0	0	0	0	0
LOC105943372	0	0.543949	0.675495	0.13235	0.426468
LOC105943373	0	0	0	0.666179	0.350777
LOC105943374	0	0	0	0	0
LOC105943376	0.146573	0.0614001	0.07526	0.540852	0.386746
LOC105943378	0	0	0	0	0
LOC105943379	0	0	0	0	0
LOC105943383	0.728445	1.51838	0	1.33378	0
LOC105943384	0	0.629014	0.195555	0	0.373004
LOC105943388	0	0	0	0	0
LOC105943392	0.152774	0	0	0.451358	0.402007
LOC105943393	0	0	0	0	0
LOC105943394	7.36797	19.1592	26.4304	7.81984	11.2095
LOC105943395	0.202032	0.170615	0	0	0
LOC105943398	9.56087	17.2745	10.5446	11.7326	11.5684
LOC105943399	0	0	0	0	0.164651
LOC105943400	0.206304	0.381857	0.316821	0.228039	0.0954208
LOC105943409	0.0965128	0.0807103	0	0	0.127236
LOC105943411	0.605258	0.604537	2.18414	0.558902	1.19467
LOC105943412	0.423832	0.941409	1.89257	1.6695	1.76633
LOC105943413	0.0787534	0.527615	0.1618	0.0581289	0.0519407
LOC105943418	0	0	0	0	0
LOC105943421	0.204889	0.256891	0	0.151332	0.0675151
LOC105943426	7.37904	8.91615	8.48075	13.2322	14.3851
LOC105943427	0	0	0	0	0
LOC105943429	0	0	0	0	0
LOC105943431	0.343253	0	0.354322	0.25109	0.22203
LOC105943432	1.06221	2.79729	3.10702	1.30519	4.30358
LOC105943433	1.83004	1.51978	1.68174	1.49893	3.33593
LOC105943435	0	0	0.63523	0	0
LOC105943436	0.337837	1.12662	0.69855	0.99098	0
LOC105943437	2.27761	3.95579	1.28492	0.641469	0.407574
LOC105943438	4.021	0.965397	1.50834	1.64098	1.49377
LOC105943439	0	0	0	0	0.0986381
LOC105943441	0	0	0	0	0.181927
LOC105943446	0.134683	0	0.138776	0	0
LOC105943447	1.71596	0.477999	1.1852	0	3.69784
LOC105943448	0.442922	4.06543	3.66818	4.84715	5.75292
LOC105943449	0.973556	0.849246	1.22322	0.164093	1.14242
LOC105943450	0	0	0	0	0
LOC105943452	173.874	142.197	148.943	145.08	172.858
LOC105943460	3.91322	4.88645	9.85397	4.09278	6.7661
LOC105943461	0	0	0	0	0
LOC105943463	0.173301	0.864626	1.7048	1.40582	1.25263
LOC105943465	0	0	0	0	0
LOC105943466	0	0	0	0	0
LOC105943467	0	0	0	0	0
LOC105943475	0	0	0	0	0
LOC105943477	0	0	0.972197	0	0.123625
LOC105943478	46.5488	51.4973	42.8905	42.9936	41.7032
LOC105943479	215.448	343.02	251.034	161.028	197.432
LOC105943484	1.27612	1.59446	0	0	0.410484
LOC105943485	0	29.8064	0	6.54182	0
LOC105943491	0.26486	0.993681	0.818708	0.587263	0.349101
LOC105943493	0	0	0	0	0
LOC105943495	1.1253	0.926851	0	1.63536	2.09491
LOC105943496	0.736378	0.909442	1.5542	1.08597	0.889597
LOC105943497	0.415797	2.77966	3.01249	0.913551	10.1983
LOC105943498	0.460413	0.429754	0.592454	0	1.23047
LOC105943499	0.167875	0.139651	0	0	0.441239
LOC105943500	0	0	0	0.0654714	0
LOC105943505	0.111851	0	0.115121	0.165272	0.147385
LOC105943506	0	0	0	0.128454	0.22895
LOC105943507	0	0	0	0	0
LOC105943508	0	0	0	0	6.55438
LOC105943509	0	0	0	0	0.351687
LOC105943510	0.335593	0	0	0	0
LOC105943514	0	0	0	0	0
LOC105943515	0	0	0	0	0
LOC105943517	0	0	0	0	0
LOC105943518	0	0	0	0.132462	0
LOC105943520	0	0	0	0	0
LOC105943521	31.3582	11.6179	18.6207	54.931	17.9878
LOC105943523	0	0	0	0	0
LOC105943524	0	0	0	0	0
LOC105943525	1.72258	0.590164	2.25207	0.866893	3.04686
LOC105943527	0	0	0	0	0
LOC105943529	0	0	0	0	0
LOC105943530	0	0	0	0	0
LOC105943531	0	0	0	0	0
LOC105943532	0	0	0	0	0
LOC105943533	0	0	0	0	0
LOC105943535	0	0	0	0	0
LOC105943539	0	0	0	0	0
LOC105943540	0.17097	0.429304	0.527095	2.90303	0.676419
LOC105943541	0	0	0	0	0
LOC105943542	0	0	0	0	0
LOC105943543	0	0	0	0	0.0599737
LOC105943544	0	0	0	0	0
LOC105943545	0	0	0	0	0
LOC105943546	0	0	0	0	0
LOC105943547	0	0	0	0	0
LOC105943548	0	0	0	0	0
LOC105943550	0	0	0	0	0
LOC105943551	0.619981	2.60931	0.644475	2.68818	1.60467
LOC105943552	0	0	0	0	0
LOC105943554	0	0	0	0	0
LOC105943555	0	0	0	0	0
LOC105943556	0	0	0	0	0
LOC105943557	0	0	0	0	0
LOC105943558	0	0	0	0	0
LOC105943559	0.917491	0.47885	0.708353	0.423688	0.151108
LOC105943560	1.25639	0	0	0.90845	0.407358
LOC105943561	21.1296	13.8548	8.57107	9.10506	13.4657
LOC105943563	0.38246	0	0	0	0
LOC105943564	0.188146	0.163575	0.403704	1.16608	0.13387
LOC105943565	0	0	0	0	0
LOC105943567	1.17525	1.96912	1.82477	1.27704	0.380255
LOC105943570	0	0.842232	0	0.49817	0.55447
LOC105943580	5.7622	0.961084	0.447772	1.40614	0.280738
LOH12CR1	84.6403	77.2651	79.2935	61.767	68.8
LONP1	84.6261	81.7824	83.4553	90.5233	87.2335
LONP2	51.2453	55.294501	52.5577	68.1477	56.0404
LONRF1	10.7682	15.5041	11.6933	17.1144	12.3413
LONRF3	0.948564	7.20642	2.08398	2.43154	2.17706
LOX	1.751339	1.038933	1.553355	0.552841	0.327786
LOXHD1	0.059425	0.112544	0.0912285	0.0109458	0.0294542
LOXL1	31.9326	49.0748	34.6972	24.9801	28.9362
LOXL2	3.58285	2.15981	3.57932	2.54048	3.498177
LOXL3	3.02158	2.14041	1.83959	1.74084	2.33769
LOXL4	0.425968	0.278149	0.0970626	0.209422	0.156234
LPAR1	12.728	3.61329	11.7323	12.7751	10.6547
LPAR2	7.36948	9.78105	8.58415	6.96372	8.91222
LPAR3	1.11457	3.9101	5.73567	2.05861	2.64363
LPAR4	1.13882	0.508757	0.779782	0.784479	0.550852
LPAR5	0.275189	0	0.141801	0	0
LPAR6	0.862121	1.3361	1.39529	0.637143	0.89226
LPCAT1	162.371	138.307	142.415	154.315	166.454
LPCAT2	0.551815	0.635903	0.566534	1.01797	0.955641
LPCAT3	43.3187	39.2538	35.7805	46.4673	39.3409
LPCAT4	115.144	144.521	90.3919	92.3479	88.8679
LPGAT1	154.814	148.211	162.778	149.373	176.83
LPIN1	26.23514	24.18895	20.97615	30.52733	28.8954
LPIN2	38.7683	39.0443	39.1549	48.0959	46.6129
LPIN3	2.73267	1.93065	1.82313	2.33484	2.40574
LPL	6.06057	5.93966	8.30974	7.85487	1.79437
LPO	0.0507422	0	0.0520406	0.0374238	0
LPP	2.09879	1.50879	1.04606	1.50408	1.22676
LPXN	0.808661	0.578774	1.18926	0.938936	0.608824
LRAT	0	0	0	0.435428	0.096973
LRBA	6.87351	7.70441	6.43605	7.90703	7.19287
LRCH1	4.04318	3.92565	4.99536	6.1432	5.69205
LRCH2	2.03334	3.02138	1.90744	2.48564	2.26212
LRCH3	7.86297	11.4943	9.06241	10.7181	11.5063
LRCH4	26.9325	33.6607	29.3992	35.1764	35.6987
LRCOL1	0	0	0	0	0
LRFN1	25.6295	28.2727	15.3334	16.9005	22.2589
LRFN2	4.44257	9.61977	6.56363	7.19404	7.82213
LRFN3	22.2383	26.9697	18.6971	16.2216	19.1098
LRFN4	46.1354	44.5994	37.9974	30.8007	40.3315
LRFN5	13.1906	19.1562	11.7367	13.935	14.7045
LRG1	3.77627	6.30863	4.0008	4.10274	4.17112
LRGUK	0.0580954	0.0487319	0.0596074	0	0.153364
LRIF1	3.84833	6.42008	4.69564	4.45472	3.73038
LRIG1	63.1632	65.2194	52.9583	67.5486	40.3398
LRIG2	5.23543	7.25129	6.32682	7.61289	7.03446
LRIG3	1.01967	1.80998	1.18946	1.81627	0.991666
LRIT1	0	0.296177	0	0	0
LRIT2	0	0.0761073	0.187029	0.0671682	0.0599737
LRIT3	0	0	0	0.0439874	0.0393497
LRMP	28.3443	54.4081	46.1769	25.3203	24.0119
LRP1	81.3229	80.0813	71.3338	84.5579	88.3639
LRP10	22.1541	23.8163	24.8476	20.0696	22.9383
LRP11	121.021	147.607	113.123	108.394	131.052
LRP12	3.12441	4.11102	2.96452	3.92036	2.83243
LRP1B	1.76732	2.27163	2.00401	2.48343	2.25206
LRP2	0	0.0058483	0.00710323	0.0358034	0.0183599
LRP2BP	0.0772174	0	0.079315	0	0
LRP3	197.214	192.962	155.307	123.322	163.269
LRP4	29.3125	33.1065	42.9362	31.6342	26.0648
LRP5	4.87893	5.19671	4.2217	5.06461	4.47761
LRP6	1.87893	2.4867	2.40442	2.14893	1.38381
LRP8	28.7779	32.1282	28.7504	29.5109	30.152
LRPAP1	256.125	311.445	232.76	197.301	227.691
LRPPRC	117.835	121.765	117.298	125.48	130.739
LRR1	0.744864	0.856725	3.15895	2.06256	2.82349
LRRC1	3.16845	3.41243	3.56411	3.28498	4.47841
LRRC10	1.14558	1.63374	4.05143	4.34864	1.29103
LRRC10B	8.91833	14.734	6.66847	3.18735	5.11033
LRRC14	23.1025	24.4301	20.6147	21.8745	25.2418
LRRC14B	0.298675	0.312757	0	0.385753	0.295518
LRRC15	0	0.0535202	0	0.047096	0
LRRC16A	25.2007	23.6068	26.4052	19.2665	22.6715
LRRC16B	31.0012	36.9849	28.3874	28.9182	32.8159
LRRC17	0.904489	0.832433	2.23146	0.133567	1.19264
LRRC18	0	0.307541	0	0	0.121571
LRRC19	0	0	0	0.08293	0.295812
LRRC2	0.873221	0.911891	0.224652	0.322545	0.575367
LRRC20	72.3091	68.0038	70.5467	66.9609	75.1971
LRRC23	3.09102	2.26984	1.01874	1.37066	2.28004
LRRC24	15.0208	17.9357	13.2132	10.9728	11.1774
LRRC25	2.26749	2.99241	1.52375	1.4809	1.32258
LRRC27	0.152575	0.447294	0.391778	0.11261	0.603817
LRRC28	35.0332	35.0926	36.8707	31.3761	35.6974
LRRC29	1.70293	0.236395	0.731199	0.314438	0.747033
LRRC3	5.5553	6.26158	8.41085	5.70669	5.59908
LRRC30	0.441337	0	0	0	0.290471
LRRC32	0.926443	0.640168	1.06216	0.884336	0.827311
LRRC34	0.798882	0.834875	0.51354	0.516265	2.04034
LRRC36	0.142629	0.0399138	0.146251	0.140244	0.313872
LRRC38	5.75376	5.3905	4.74203	3.71857	6.34059
LRRC39	26.1519	12.7549	15.929	22.3046	13.9746
LRRC3B	14.94	11.7789	15.4598	18.2705	23.7741
LRRC3C	0	0	0	0	0
LRRC4	33.5528	38.9737	28.8096	33.8699	32.2869
LRRC40	13.7342	18.3475	16.0894	18.6057	18.7282
LRRC41	42.6017	48.3674	40.4649	45.5586	43.3363
LRRC42	14.9028	21.3713	16.5584	16.9506	16.232
LRRC43	0.57049	0.574297	0.234121	0.294579	0.640078
LRRC45	10.1928	11.4186	13.6814	11.0373	11.0578
LRRC46	0.543352	0.339555	0.69988	0.200729	0.357641
LRRC47	56.7705	70.7441	54.7097	49.0905	56.9922
LRRC48	1.24153	1.94965	1.59411	1.26	1.53537
LRRC49	48.070854	42.784566	51.9249	46.5376154	46.085216
LRRC4B	150.146	175.125	108.401	121.665	131.271
LRRC4C	21.02457	33.4926	19.26525	26.4053	24.0836
LRRC52	1.42549	2.49318	1.46888	2.52686	1.50061
LRRC55	6.66979	8.983	5.99583	8.80426	8.12398
LRRC56	0.717912	0.360928	0.294873	0.264898	0.473593
LRRC57	15.4159	14.5812	14.8976	16.2876	14.1917
LRRC58	6.3308	4.6387	7.08713	3.03602	4.02477
LRRC59	118.021	128.081	113.841	125.845	125.242
LRRC6	6.12529	3.02952	1.9705	1.79732	2.82347
LRRC61	53.5114	34.0978	64.997	37.1783	36.5024
LRRC63	0.0525961	0.26483	0.0539477	0.193966	0.138871
LRRC66	0	0.121128	0	0.106686	0.143048
LRRC69	0	0	0	0	0
LRRC7	2.55718	3.77967	2.80878	2.79171	3.10163
LRRC70	0.178209	0.199294	0.243815	0.0438222	0.313619
LRRC71	0.608857	0.226816	0.34725	0	1.16048
LRRC72	0	0	0	0.0999344	0
LRRC73	44.0303	67.6396	46.0852	45.4359	53.7988
LRRC74A	0	0	0	0	0
LRRC74B	0.491552	0	0.101105	0	0.194397
LRRC75A	4.00075	4.7154	7.14787	4.26049	5.19327
LRRC8A	139.266	124.433	131.309	116.192	119.74
LRRC8B	4.77371	5.0019	4.93879	5.68376	3.32542
LRRC8C	0.770331	0.817362	0.540236	0.627765	0.669309
LRRC8D	13.0088	13.3148	12.7124	14.5813	13.0395
LRRC8E	0.0445346	0.373971	0.0913154	0.0985192	0.235231
LRRCC1	6.58225	8.34377	10.0193	6.8918	10.6738
LRRD1	0	0.0353654	0.129488	0.062095	0
LRRFIP1	36.9697	48.8028	29.3816	34.4095	35.654
LRRFIP2	20.11338	16.578638	17.5289	20.630743	14.644651
LRRIQ1	0.558841	0.539826	0.40262	0.244037	0.875267
LRRIQ3	0	0	0	0	0
LRRIQ4	0	0	0.331043	0	0
LRRK1	1.26015	1.62903	2.63601	1.6014	1.58093
LRRK2	2.31083	2.07798	2.29762	2.47635	2.79416
LRRN1	51.7899	60.9096	56.0833	48.6562	50.2771
LRRN2	38.1353	67.7811	40.3343	44.2438	41.0485
LRRN3	23.3026	35.8271	25.5408	37.244	29.1195
LRRN4	0	0.0405197	0.0494955	0.0711924	0.0637297
LRRN4CL	1.7098	6.56535	3.53671	2.36068	3.22521
LRRTM1	38.8381	80.067	44.5336	35.379	38.4602
LRRTM2	5.090551	4.546772	4.76911	6.45961	7.148484
LRRTM3	4.36143	5.7214	6.2734	8.09528	6.94787
LRRTM4	7.043382	13.8822	7.039928	10.782653	10.921878
LRSAM1	61.4845	54.4087	55.0895	59.6649	63.1009
LRTM1	0	0.36981	0	0.163534	0.0729227
LRTM2	81.8692	156.481	98.4766	73.3735	88.5343
LRWD1	16.9551	18.1108	15.7233	21.2794	19.3151
LSAMP	50.6177	44.7474	41.1422	50.4076	45.7423
LSG1	12.2712	12.0415	10.0961	10.3759	13.2176
LSM1	68.2605	65.2794	70.2007	66.6345	65.9584
LSM10	26.5335	37.2938	46.7037	25.7909	16.4103
LSM11	6.2887	9.38	8.02839	4.63943	6.92952
LSM12	55.6046	64.0152	63.9524	67.2584	57.0176
LSM14A	42.1368	46.2422	53.8204	50.023	45.3074
LSM14B	168.005	191.167	170.857	168.349	162.752
LSM2	71.1166	87.3042	68.0132	75.0526	73.1523
LSM3	77.5663	72.9494	65.4426	84.9271	32.4014
LSM4	175.436	152.024	163.295	130.764	145.906
LSM5	49.928	50.4899	58.3714	58.5656	43.9511
LSM6	424.603	458.692	467.11	457.669	388.866
LSM7	127.04	119.064	115.948	105.367	110.756
LSM8	67.0631	100.439	95.2108	82.0939	68.536
LSMEM1	0	0.919414	1.70512	0.798238	0.709974
LSMEM2	0	0.349886	0.432642	0.306363	0.544368
LSR	2.98611	2.54935	2.16497	2.77197	3.77236
LSS	35.2793	42.3715	35.8774	38.847	36.294741
LTA	0.525496	0.291296	1.26546	0.129153	0
LTA4H	15.7548	15.1547	12.8008	17.656	17.0181
LTB	1.2054	1.50079	0.830427	0.888568	0.527243
LTB4R	0.2371	0	0	0.0876019	0.780896
LTB4R2	0	0	0	0	0
LTBP1	3.130168	2.2908020746298	2.47326	2.19849	4.5762634
LTBP2	0.695994	1.06781	1.48798	0.844737	0.879182
LTBP3	38.726	33.3154	32.4658	32.492	30.0745
LTBP4	12.985	18.5321	14.4354	12.8698	17.5007
LTBR	6.20368	9.7696	10.035	11.5863	10.1647
LTC4S	0.347769	1.15949	0.358998	0.76427	0.224698
LTF	0.509873	0.256762	0.313756	2.44431	2.01945
LTN1	6.57807	6.3676	6.75402	8.37897	7.42388
LTV1	21.9237	23.9931	23.3349	22.4333	20.2013
LUC7L	23.6435	27.9715	27.3376	32.367	25.579
LUC7L3	46.4858	50.4694	57.055003	57.0617	56.521204
LUM	9.30609	16.8789	44.9361	9.21767	6.20214
LURAP1	7.57879	3.57487	2.70427	4.74511	6.12934
LURAP1L	10.4023	9.02635	5.02657	5.81141	8.43962
LUZP1	13.5623	11.5836	13.9571	12.2847	13.7143
LUZP2	12.7646	12.599	12.3467	19.1598	17.4962
LVRN	0	0.0292431	0	0.0256524	0
LXN	5.70579	4.35357	3.54336	5.87632	4.63326
LY6D	0.587624	0	0	0.425679	0.380255
LY6E	1169.81	1369.86	1282.55	1160.46	1416.13
LY6G6C	0	0.955998	1.1852	0	0
LY6H	160.415	239.728	148.52	100.342	168.068
LY86	2.36131	9.86374	5.69143	5.47629	8.66999
LY96	0.619981	1.56559	0.644475	0	0
LYAR	34.8521	34.8221	32.4605	33.6969	31.4641
LYG1	0.81926	0.227284	0.566396	0.201158	0
LYG2	0	0.608446	0.759046	0.35965	0
LYL1	27.774	22.1208	31.2908	21.0819	24.3374
LYN	3.796965	1.620759	2.732915	2.82116	2.76454
LYPD1	103.793	104.848	101.216	96.4195	136.414
LYPD2	0	0	0	0	0
LYPD3	0.11855	0	0	0.175204	0.312359
LYPD4	0	0	0	0	0
LYPD5	1.94826	1.97716	2.68814	1.27521	0.141942
LYPD6	11.7267	12.6471	19.1529	18.0621	17.4215
LYPD6B	10.0853	13.0442	17.2319	18.5972	14.3807
LYPLA1	189.43	155.853	210.698	158.346	193.549
LYPLA2	70.8	73.38534	73.85434	71.346358	75.911645
